,Item_id,Price,Street,Neighborhood,Parking,Balconies,Size,Floors,Asset_classification,Ac,Furniture,Handicapped,Immediate,Floors_text,Street_id,Rooms,Floor,Shelter,On_pillars,Elevator,Storeroom,Lat,Long,City,City_code,Date_added,Date_of_entry,Neighborhood_id,Garden_size,Home_number,Agency,Images,Text,Asset_type,Broker,Accuracy,Date,Last_update,Valid,Build_year,Year,Distance_sea,Train,Age,Neighborhood_rank,Street_rank,Gush_rank,Helka_rank,Predicted,Difference
119,lqqbsyqu,"4,400,000 ₪",פינסקר,"לב תל אביב, לב העיר צפון",ללא,0.0,120.0,4.0,2.0,1.0,0.0,0.0,0.0,4.0,627.0,4.0,1.0,0.0,1.0,0.0,0.0,32.074729,0.0,תל אביב יפו,5000,2023-03-14 16:57:30,24/04/2023,1520.0,0.0,25.0,קובי,[],"דירה גדולה מאוד ומרווחת כ 120 מ""ר .
נבחנה תמ""א 38 
בניין בתהליך שיפוץ מסיבי כ 150,000 לדייר ( כלול במחיר ) יושבים על הפרטים בימים אלה.
מיקום מעולה למהירי החלטה.
לא משתף פעולה עם מתווכים",דירה,True,90,,,,1950,2023,615,2358,73,60846,58570,53825,56048,5801766,-1401766
120,z4zp7sot,"3,700,000 ₪",חסידי האומות,"מכללת תל אביב יפו, דקר",1,1.0,95.0,11.0,6.0,1.0,1.0,1.0,0.0,11.0,2148.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,תל אביב יפו,5000,2023-06-12 22:05:22,12/06/2023,496.0,0.0,24.0,,[],"מכירה, דירה, קומה 3, תל אביב יפו",דירה,False,80,2023-06-12,עודכן ב 12/06/2023,,2015,2023,556,3879,8,30693,37819,33813,40336,3331047,368953
121,ywu24biw,"3,990,000 ₪",חובבי ציון,הצפון הישן - דרום,ללא,1.0,85.0,3.0,2.0,1.0,0.0,0.0,0.0,3.0,624.0,2.0,0.0,0.0,1.0,0.0,0.0,32.07729,0.0,תל אביב יפו,5000,2023-01-24 13:13:04,28/03/2023,1461.0,0.0,41.0,רוני אלטרמן,[],"איזה כייף לגור במרחק 5 דק הליכה מהים,
מחכה לכם דירה משופצת ויפה עם חצר. 

ברחוב חובבי ציון - בקרבת דרויאנוב, בוגרשוב , דיזינגוף סנטר. 

דירת 2 חדרים, 50 מ""ר בנוי, עורפית ושקטה, חצר של 35 מטר(לא בטאבו) ,קומת קרקע ,כיווני אוויר- מערב וצפון, כניסה נפרדת מהבניין, ממש עכשיו סיימה שיפוץ",דירה,True,90,,,,1940,2023,453,2609,83,60846,78906,55181,77889,5463308,-1473308
122,7ysu2nnv,"5,240,000 ₪",הקליר,הצפון הישן - צפון,ללא,1.0,82.0,3.0,2.0,1.0,1.0,0.0,0.0,3.0,522.0,3.0,1.0,0.0,1.0,0.0,0.0,32.083144,34.77906,תל אביב יפו,5000,2023-06-04 09:12:48,16/06/2023,1483.0,0.0,4.0,,"['//img.yad2.co.il/Pic/202306/05/2_1/o/y2_1_06133_20230605163450.jpeg', '//img.yad2.co.il/Pic/202306/05/2_1/o/y2_2_06260_20230605163220.jpeg', '//img.yad2.co.il/Pic/202306/05/2_1/o/y2_5_07453_20230605163225.jpeg']","מפרטי. דירת 3 חדרים גדולים, 82 מטר, חזיתית לרחוב שקט בצפון הישן. משופצת בסטנדרט גבוה. קומה ראשונה, 3 כיווני אוויר (מערב, דרום, מזרח).שטח ציבורי פתוח מלא אור ואוויר עם סלון, מטבח גדול של חברת הביטאט, מרפסת שמש, מאסטר הורים, חדר שינה נוסף ושני חדרי רחצה.
לדירה שטח אחסון רב תוך ניצול מקסימלי של המרחב.
150 מטר מחניון גן העיר - מנוי שכן ב-500 ש""ח לחודש",דירה,False,100,2023-06-04,עודכן היום,,1960,2023,42305,842179,63,59259,50625,60869,62186,4632567,607433
123,7jew4p3u,"2,550,000 ₪",מחרוזת,"יפו ד', גבעת התמרים",ללא,1.0,85.0,4.0,2.0,0.0,0.0,0.0,0.0,4.0,3004.0,4.0,1.0,0.0,1.0,0.0,0.0,32.033413,34.75423,תל אביב יפו,5000,2023-02-17 14:08:41,13/03/2023,321.0,0.0,20.0,,"['//img.yad2.co.il/Pic/202302/17/2_1/o/y2_1_06759_20230217140740.jpeg', '//img.yad2.co.il/Pic/202302/17/2_1/o/y2_2_02420_20230217140746.jpeg', '//img.yad2.co.il/Pic/202302/17/2_1/o/y2_3_06166_20230217140756.jpeg', '//img.yad2.co.il/Pic/202302/17/2_1/o/y2_4_08467_20230217140801.jpeg', '//img.yad2.co.il/Pic/202302/17/2_1/o/y2_5_07164_20230217140806.jpeg']","דירה 4 חדרים משופצת בשכונת יפו ד' המבוקשת .
קרוב לצירי תחבורה אוטובוסים רכבת הקלה ,רכבת כבדה .
מתווכים לא להתקשר בבקשה",דירה,False,100,,,,1974,2023,42305,842179,49,34361,32786,36309,28711,2682623,-132623
124,qo6n9lbw,"2,500,000 ₪",סומקן,"יפו ד', גבעת התמרים",ללא,0.0,60.0,4.0,2.0,1.0,1.0,0.0,0.0,4.0,3006.0,3.0,3.0,0.0,0.0,0.0,0.0,32.033449,34.758123,תל אביב יפו,5000,2023-06-05 15:19:02,05/06/2023,321.0,0.0,6.0,,"['//img.yad2.co.il/Pic/202306/05/2_1/o/y2_2_04728_20230605152346.jpeg', '//img.yad2.co.il/Pic/202306/05/2_1/o/y2_3_07646_20230605152348.jpeg', '//img.yad2.co.il/Pic/202306/05/2_1/o/y2_4_03066_20230605152350.jpeg', '//img.yad2.co.il/Pic/202306/05/2_1/o/y2_5_09228_20230605152351.jpeg']","דירה 3 חדרים במצב טוב, שופצה לפני כמה שנים. 
מרחק הליכה מתחנת רכבת וולפסון. 
מתאימה לזוגות צעירים ומשפחה. 
במיקום מצויין ! 
חניה בשפע",דירה,False,100,2023-06-05,עודכן ב 05/06/2023,,1970,2023,42305,842179,53,34361,30384,36951,29804,2131383,368617
125,rm18oi1i,"4,650,000 ₪",ברגסון,נווה אביבים,1,1.0,100.0,7.0,1.0,1.0,0.0,1.0,1.0,7.0,177.0,4.0,1.0,1.0,1.0,1.0,1.0,32.113462,0.0,תל אביב יפו,5000,2023-02-10 10:29:02,20/03/2023,196.0,0.0,7.0,אורי מאיר,[],"למכירה בבלעדיות
בנווה אביבים המבוקשת,

דירה חדשה,
100 מ''ר 4 חדרים + מרפסת,
חניה + מחסן בטאבו,
כיוונים טובים, דירה מוארת.
כניסה מיידית",דירה,True,90,,,,1961,2023,1368,2056,62,48894,40388,39144,52108,4254183,395817
126,xxq8j8lt,"2,400,000 ₪",קמינסקה,קרית שלום,ללא,1.0,70.0,4.0,3.0,0.0,0.0,0.0,1.0,4.0,2450.0,3.0,3.0,0.0,1.0,0.0,0.0,32.040694,34.775518,תל אביב יפו,5000,2023-05-02 12:40:10,02/05/2023,212.0,0.0,4.0,,"['//img.yad2.co.il/Pic/202305/02/2_1/o/y2_1_06037_20230502123704.jpeg', '//img.yad2.co.il/Pic/202305/02/2_1/o/y2_2_05531_20230502123708.jpeg', '//img.yad2.co.il/Pic/202305/02/2_1/o/y2_3_03501_20230502123713.jpeg', '//img.yad2.co.il/Pic/202305/02/2_1/o/y2_4_04346_20230502123716.jpeg', '//img.yad2.co.il/Pic/202305/02/2_1/o/y2_5_06502_20230502123720.jpeg']","דירה ברחוב קמינסקה 4 תל אביב. הגב של הבניין זה לרחוב בן צבי.
קומה שלישית (כרגע ללא מעלית אבל נמצאת בעיצומה של הבנייה לבניין של חיזוק לפי תמ""א 38).
כיום היא בגודל של כ70 מ""ר.  מתווסף לה עוד 25 מ""ר בתוספת מרפסת של 12 מ""ר. 
כמובן שמתווספת מעלית לבניין והצפי לסיום הבנייה הוא כשנה וחצי.
מחיר מבוקש 2.4 מיליון ש""ח",דירה,False,100,2023-05-02,עודכן היום,,1969,2023,42305,842179,54,35355,28272,30551,30442,2184311,215689
127,2bd8jvhd,"2,800,000 ₪",צונץ,"נווה עופר, תל כביר",ללא,0.0,85.0,8.0,2.0,1.0,0.0,0.0,1.0,8.0,3014.0,4.0,2.0,0.0,0.0,1.0,0.0,32.042193,34.764724,תל אביב יפו,5000,2023-06-05 12:45:37,05/06/2023,213.0,0.0,1.0,,[],"שלום וברכה 
הדירה היא בתל אביב יפו 
שכונת תל כביר נוה עופר 
דירה בבנין של 8 קומות 
קומה 2 מיתוך 8 
4 חדרים 
85 מטר הדירה מרווחת 
יש השקעה עתידית של פינוי בינוי 
מיקום מצויין 
מחיר של הדירה הוא 2.6 מיליון 
למהירי החלטה למביני עניין בלבד כל הקודם זוכה תודה רבה",דירה,False,100,2023-06-05,עודכן ב 27/06/2023,,1986,2023,42305,842179,37,28802,29343,29777,26241,2401258,398742
128,08gtaueq,"2,700,000 ₪",אחימעץ,"התקוה, בית יעקב, נווה צה""ל",1,0.0,78.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,2764.0,4.0,1.0,0.0,1.0,0.0,0.0,32.04821,34.797505,תל אביב יפו,5000,2023-06-05 15:00:49,03/07/2023,308.0,0.0,37.0,,[],"משופצת ומרוהטת, 78 מטר נטו.
3 כיווני אויר, מוארת ומאווררת, סלון פונה לדרום.
2 חדרי רחצה, מזגן מפוצל וחניה מקורה.  
מיקום מעולה ליד פארקים, גני ילדים, בתי ספר מרכזי קניות ותחבורה ציבורית.
ללא דמי תיווך!  לא למתווכים!",דירה,False,100,2023-06-05,עודכן ב 04/07/2023,,1970,2023,42305,842179,53,27762,33789,26764,47813,3101176,-401176
129,hctis9m1,"3,000,000 ₪",בן יהודה,הצפון הישן - דרום,ללא,0.0,56.0,4.0,2.0,1.0,0.0,1.0,0.0,4.0,510.0,2.0,4.0,0.0,0.0,1.0,0.0,32.078769,0.0,תל אביב יפו,5000,2022-10-30 13:52:06,30/10/2022,1461.0,0.0,53.0,רומאל עמרני,[],"דירת 2 חדרים מרווחת, 56 מ""ר, משופצת אדריכלית.
שקטה, בעלת 3 כיווני אויר (דר', צפ', מע').
קומה 4 עם מעלית, ללא קירות משותפים, 2 דירות בקומה.
מושלמת להשקעה כדירת AirBnB או כדירת נופש.
מיקום משגע, בן יהודה פינת פרישמן, סמוך לחוף הים ולמרכזי הבילוי",דירה,True,90,,,,1980,2023,333,2616,43,59259,59033,55000,56266,3307207,-307207
130,jt7rmidg,"4,690,000 ₪",שלומציון המלכה,הצפון החדש - צפון,1,1.0,79.0,7.0,1.0,1.0,1.0,1.0,0.0,7.0,803.0,3.0,0.0,1.0,1.0,1.0,1.0,32.095083,0.0,תל אביב יפו,5000,2023-02-27 20:31:01,27/02/2023,204.0,0.0,40.0,יהונתן ברדוגו,[],"פרויקט נדיר במיקום מושלם !!!
איכות חיים בסמטאות יהודה המכבי  מרחק 50 מטר מהפארק
הולך ונבנה פרויקט נדיר בעל ארכיטקטורה נפלאה
ברחוב שלומציון המלכה השקט , המציע למכירה דירת  3 חדריים.
, תכנון מושלם עם חדר מאסטר , 2 מעליות , חניה פרטית רגילה !
יש היתר - התחלת בניה מאי 2023",דירה,True,90,,,,1955,2023,1361,2264,68,55985,64772,56584,62746,4605429,84571
131,qxtmsn3y,"5,707,680 ₪",דיזנגוף,הצפון הישן - דרום,1,1.0,86.0,6.0,1.0,0.0,1.0,0.0,0.0,6.0,404.0,3.0,2.0,0.0,0.0,0.0,0.0,32.082243,0.0,תל אביב יפו,5000,2023-05-22 12:52:04,לא צוין,1461.0,0.0,135.0,HOME MARKET,[],"פרויקט V דיזנגוף היוקרתי בצפון הישן בתל אביב.
דירת 3 חד' מרווחת בשטח של 80 מ""ר, מפרט עשיר ויוקרתי, מרפסת שמש מפנקת וחניה בטאבו.
פרויקט בוטיק ומוקפד ברמה בינלאומית.
קרבה לחוף הים ומוקדי תרבות ובילוי רבים, מכוני כושר ואווירת מטרופולין, שאין דומה לה בישראל!
אכלוס: יולי 2024 (החלה הבניה)",דירה,True,90,2023-05-22,עודכן היום,,1960,2023,653,2299,63,59259,60714,60253,76214,5534352,173328
132,omvregnz,"4,180,000 ₪",דבורה הנביאה,רביבים,1,1.0,90.0,4.0,1.0,1.0,0.0,0.0,0.0,4.0,367.0,3.0,1.0,1.0,1.0,1.0,0.0,32.118638,0.0,תל אביב יפו,5000,2023-07-05 17:53:47,לא צוין,202.0,0.0,4.0,בן יהושע,[],"בבניין בוטיק חדש ויוקרתי בשכונת רביבים בצפון תל אביב - דירת 3 חד' למכירה צפון מזרח 
-בניין של 4 קומות בלבד, מעוצב אדריכלית בשילוב חיפוי חדשני
-סטנדרט גבוה ומפרט מפנק!
-מרפסת של 15 מ""ר!
גישה מהירה לצירים מרכזיים
תנאי תשלום נוחים!",דירה,True,90,2023-07-05,עודכן היום,,1999,2023,4294,3999,24,37162,39478,33596,37500,3395236,784764
133,sqzh8h94,"2,850,000 ₪",בן יהודה,הצפון הישן - דרום,ללא,0.0,48.0,4.0,2.0,1.0,0.0,0.0,1.0,4.0,510.0,2.0,1.0,0.0,0.0,1.0,0.0,32.078647,0.0,תל אביב יפו,5000,2023-05-11 15:59:55,14/05/2023,1461.0,0.0,51.0,אריק ט.,[],"קוד נכס: TL 2340
בן יהודה 51 קרוב לים בין הרחובות בוגרשוב ומנדלי
2 חדרים בגודל כ 48 מ""ר
קומה 1 עם מעלית
מיזוג אוויר",דירה,True,90,2023-05-11,עודכן היום,,1980,2023,333,2616,43,59259,59033,55000,62268,3047577,-197577
134,3z7m2ej4,"2,700,000 ₪",דקל,"נווה עופר, תל כביר",ללא,0.0,96.0,4.0,3.0,1.0,0.0,0.0,1.0,4.0,3009.0,4.0,3.0,0.0,1.0,0.0,0.0,32.039316,34.768108,תל אביב יפו,5000,2023-04-11 18:13:25,30/04/2023,213.0,0.0,3.0,,"['//img.yad2.co.il/Pic/202304/30/2_1/o/y2_1_07937_20230430204328.jpeg', '//img.yad2.co.il/Pic/202304/30/2_1/o/y2_2_05545_20230430204408.jpeg', '//img.yad2.co.il/Pic/202304/30/2_1/o/y2_3_09306_20230430205006.jpeg', '//img.yad2.co.il/Pic/202304/30/2_1/o/y2_4_05403_20230430205010.jpeg', '//img.yad2.co.il/Pic/202304/30/2_1/o/y2_5_07001_20230430205012.jpeg']","ללא תיווך מפרטי למהירי החלטה!!!
דירת 4 חדרים חזית עם נו באזור  מבוקש מאוד בניין שהולך לפינוי בינוי, ויש הסכם חתום כבר בעתיד יהיו 5 חדרים + מרפסת שמש וחניה עסקה שמתאימה להשקעה ומקפיצה את החיים! שטח בארנונה 76 מ""ר אבל היא גדולה מזה משמעותית!!! אזור ללא קשיי חניה, קרובה ליציאות של איילון,לרכבת הקלה בתי ספר ק.חולים גני ילדים תחבורה ציבורית נוחה קרובה ליפו ולים לתיאום התקשרו!
ללא תיווך מחיר גמיש 
מציאה",דירה,False,100,,,,1962,2023,42305,842179,61,28802,49038,30121,26890,3102849,-402849
135,1fva66vq,"2,770,000 ₪",וולפסון,נווה שאנן,ללא,1.0,45.0,6.0,1.0,1.0,1.0,1.0,0.0,6.0,2255.0,2.0,2.0,1.0,1.0,1.0,0.0,32.057405,0.0,תל אביב יפו,5000,2022-04-20 07:42:10,20/07/2022,307.0,0.0,54.0,מעין פרי,[],"על רחבת מדרחוב וולפסון הנפלא, בסמוך לשוק לוינסקי הקולינארי. אנו מציעים לשיווק בימים אלה פריסייל ראשוני דירות 2 חד' מתוכננות מושלם, עם מרפסת שמש.
פרוייקט יזמי ערבות בנקאית על כל שקל.
הזדמנות לשריין דירה באזור מתחדש שמעלה את ערכו עם כל רבעון שחולף. לקבלת פרטים נוספים, מעין פרי",דירה,True,90,,,,1950,2023,1483,1345,73,56024,57905,61211,67827,3046462,-276462
136,e4i28o7s,"2,990,000 ₪",אדירים,נווה שרת,ללא,0.0,45.0,4.0,3.0,1.0,1.0,0.0,0.0,4.0,377.0,2.0,0.0,0.0,0.0,0.0,0.0,32.120053,34.840408,תל אביב יפו,5000,2023-05-28 20:25:41,30/05/2023,314.0,0.0,1.0,,"['//img.yad2.co.il/Pic/202305/30/2_1/o/y2_2_09686_20230530135436.jpeg', '//img.yad2.co.il/Pic/202305/30/2_1/o/y2_3_05941_20230530135438.jpeg', '//img.yad2.co.il/Pic/202305/30/2_1/o/y2_4_07291_20230530135442.jpeg', '//img.yad2.co.il/Pic/202305/30/2_1/o/y2_5_01251_20230530135445.jpeg']","למכירה, דירה, בתל אביב יפו נוה שרת תל אביב פרויקט בינוי פינוי הנהריים",דירה,False,100,2023-05-28,עודכן ב 19/06/2023,,1968,2023,42305,842179,55,51979,37290,38641,52481,2419990,570010
137,u4qiep82,"4,380,000 ₪",לבונטין,"לב תל אביב, לב העיר צפון",1,1.0,70.0,6.0,6.0,1.0,0.0,1.0,0.0,6.0,1276.0,3.0,2.0,1.0,1.0,1.0,0.0,32.062533,0.0,תל אביב יפו,5000,2022-10-24 17:07:26,לא צוין,1520.0,0.0,19.0,מאיה אפרים,[],"בלב העיר בשכונת לבונטין! פסיעה משד' רוטשילד במתחם מגורים מודרני ואיכותי. דירת 3 חד' כ60 מ""ר בנוי פלוס 11 מ""ר מרפסת שמש. בקומה שניה עם מעלית וחניה תת קרקעית רגילה. צרו קשר לפרטים נוספים ותיאום פגישה",דירה,True,90,,,,1991,2023,1504,1709,32,58990,55274,56779,47813,3410736,969264
138,lpoc1l9r,"1,900,000 ₪",סומקן,"יפו ד', גבעת התמרים",ללא,0.0,60.0,4.0,0.0,1.0,1.0,1.0,1.0,4.0,3006.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,תל אביב יפו,5000,2023-05-09 12:31:30,09/05/2023,321.0,0.0,26.0,,[],פינה שקטה קרובה לכל מקום בתל אביב 5 דקות נסיעה מהים קרובה לבית חולים וולפסון קרובה לרכבת הקלה קרובה למרכז חנויות 2 מכולות בתי כנסת גם שעשועים נהדרת לכסא גלגלים,דירה,False,80,2023-05-09,עודכן היום,,1970,2023,896,4697,53,34361,30384,19178,22571,1654375,245625
139,475xmr14,"4,490,000 ₪",רבינא,נווה אביבים,1,0.0,110.0,8.0,2.0,1.0,0.0,0.0,0.0,8.0,192.0,4.0,1.0,0.0,1.0,1.0,0.0,32.121616,34.797876,תל אביב יפו,5000,2023-07-02 08:59:47,01/09/2023,196.0,0.0,11.0,,[],"מפרטי ללא תיווך: דירת 4.5 חדרים, כ-110 מ״ר, ברחוב רבינא צמודה לגינה קטנה וחמודה. קומה 1, חזיתית, רחוב מאוד שקט. 2 חדרי מקלחת עם שירותים, אחד מהם מאסטר מחדר הורים. הדירה במצב טוב, מטבח חדש, חדר אמבטיה חדש, וצנרת מים חדשה ברצפה. חנייה בבניין. הבניין שמור ומסודר. 
למידע נוסף זמינות לשיחה בשעות הערב",דירה,False,100,2023-07-02,עודכן ב 02/07/2023,,1972,2023,42305,842179,51,48894,59132,27622,53750,4531074,-41074
140,6ckmkvf8,"3,200,000 ₪",נחמיה,כרם התימנים,1,0.0,35.0,6.0,2.0,1.0,0.0,1.0,0.0,6.0,1212.0,2.0,1.0,0.0,0.0,1.0,0.0,32.069247,0.0,תל אביב יפו,5000,2023-02-12 18:45:53,01/05/2023,1521.0,0.0,13.0,רוזנברגר ערן,[],"2 חדרים (35 מ""ר)
קומה 1 (מתוך 6), עם מעלית
משופצת מהיסוד,מעוצבת אדריכלית ומתוכננת בצורה מושלמת
מעולה להשקעה
מושכרת ב-Airbnb (הכנסה ממוצעת של 19,000 ש""ח לחודש)
חזית
2 מזגנים
אזור מעולה ומרכזי, קו שני לים (דקה הליכה מחוף אביב) ושתי דקות הליכה משוק הכרמל
קרובה לתחבורה ציבורית (דקה ממסוף כרמלית), מוסדות חינוך, מרכזי קניות והכל במרחק הליכה..
 פינוי עד 6 חודשים",דירה,True,90,,,,1994,2023,272,3059,29,55722,45850,47946,76663,2428661,771339
141,u2iucwqw,"3,000,000 ₪",קהילת קנדה,"יפו ד', גבעת התמרים",ללא,0.0,50.0,3.0,5.0,1.0,0.0,0.0,0.0,3.0,2199.0,3.0,1.0,0.0,0.0,0.0,0.0,32.031209,34.75205,תל אביב יפו,5000,2022-04-18 17:24:36,20/03/2023,321.0,0.0,20.0,,"['//img.yad2.co.il/Pic/202204/18/2_1/o/y2_1_01394_20220418172317.jpeg', '//img.yad2.co.il/Pic/202204/18/2_1/o/y2_2_09387_20220418172341.jpeg', '//img.yad2.co.il/Pic/202204/18/2_1/o/y2_3_07828_20220418172409.jpeg']","בעהי""ת.  מתווכים לא להתקשר!!!   למי שמכיר את האזור פרוייקט פינוי בינוי יוצא לדרך לפי ההתקדמות בסביבות שנה . מקבלים דירה חדשה ודמי שכירות עד קבלת המפתח. בניין בוטיק מפואר 4 חדרים 100מטר + חניה ומחסן ומרפסת 12 מטר בערך . אזור מתפתח רכבת שאטל צמודה לדירה כבר עכשיו .לאימות ההתקדמות ניתן להיכנס לאתר של עיריית תל אביב או ליזם.דורש 3מיליון  מקבלים בסוף  דירה בשווי משוער של מעל 4 וחצי מיליון לא בשבת בבקשה",דירה,False,100,2022-04-18,עודכן היום,,1950,2023,42305,842179,73,34361,39195,36309,33936,2269578,730422
142,1g9qabfw,"2,090,000 ₪",האחים אל כוויתי,לבנה,ללא,0.0,65.0,8.0,3.0,1.0,0.0,1.0,0.0,8.0,2862.0,3.0,1.0,0.0,1.0,1.0,0.0,32.045058,0.0,תל אביב יפו,5000,2023-03-07 11:38:59,26/03/2023,319.0,0.0,5.0,שי שלום,[],"דירת 3 חדרים בבניין עם מעלית מול פארק דרום.
דירה מרווחת ושקטה, עם חניה משותפת.
מתאימה למגורים והשקעה, אזור מתפתח מאוד.
במרחק הליכה מרכז קניות עם סופר, גולדה וסופר ופארם.
בתי ספר וגנים בסביבה",דירה,True,90,,,,1970,2023,4464,2719,53,30107,12356,31132,21571,1499512,590488
